topic_id,subject,topic_name,monte_carlo_prob,nptel_heat_score,prof_bias_score
83,GA - Analytical Aptitude,Number Series - Pattern Recognition,0.017616999084000946,0.0,0.0
84,CS - Digital Logic,Data Representation - 2's Complement,0.04861885724656857,0.017138664710198093,0.0
85,CS - Compiler Design,Syntax Directed Translation - SDTS and Parsers,0.03243828900977912,0.0,0.0
86,CS - Theory of Computation,Formal Languages - Regular Languages,0.07299755658574755,0.033056493030080715,1.0
87,CS - Theory of Computation,Finite Automata - NFA to DFA Conversion and State Complexity,0.07299755658574755,0.0,0.0
88,CS - Operating Systems,Memory Management - Page Replacement Algorithms,0.04582733690366641,0.0,0.0
89,CS - Engineering Mathematics,Calculus - Limits (L'Hopital's Rule),0.1054223297135872,0.0,0.0
90,DA - Machine Learning,Supervised Learning - Nearest Centroid Classifier,0.0066121157200683895,0.0,0.10204075273968105
91,CS - Engineering Mathematics,Graph Theory - Properties of Trees,0.1054223297135872,0.0,0.0
92,GA - Spatial Aptitude,Paper Folding and Cutting - Unfolding Patterns,0.008808261396316252,0.0,0.0
93,CS - Operating Systems,CPU Scheduling - Preemptive Priority Scheduling,0.04582733690366641,0.0,0.0
94,CS - Databases,"Relational Model - Relational Algebra (Self Join, Projection, and Selection)",0.06487775641365104,0.0030772589875275144,0.0
95,CS - Programming and Data Structures,Programming in C - Bitwise Operators and Character Encoding,0.10545683565696502,0.011278650036683787,0.0
96,DA - Linear Algebra,Matrices - Determinants and Cayley-Hamilton Theorem,0.004406859254495474,0.0,0.0
97,CS - Databases,SQL - Correlated Subqueries and Set Operations,0.06487775641365104,0.0,0.0
98,CS - Algorithms,Graph Algorithms - Breadth First Search (BFS),0.056817630978816445,0.0,0.0
99,CS - Digital Logic,Combinational Circuits - Boolean Function Simplification,0.04861885724656857,0.0,0.0
100,CS - Digital Logic,Boolean Algebra - K-Maps and Prime Implicants,0.04861885724656857,0.0,0.0
101,GA - Quantitative Aptitude,Functions - Maxima and Minima,0.03920341122283779,0.0,0.0
102,CS - Theory of Computation,Finite Automata - Language Accepted by DFA,0.07299755658574755,0.0,0.0
103,CS - Operating Systems,File Systems - Linked Allocation and Internal Fragmentation,0.04582733690366641,0.0,0.0
104,CS - Operating Systems,Threads - Thread Context Switching,0.04582733690366641,0.0,0.0
105,GA - Verbal Ability,Grammar - Prepositions and Phrasal Verbs,0.02685821019834579,0.0,0.0
106,CS - Computer Organization and Architecture,Instruction Set Architecture - Addressing Modes,0.07298604924561768,0.001923286867204696,0.0
107,CS - Databases,Relational Algebra - Outer Join,0.06487775641365104,0.014673514306676448,0.0
108,CS - Databases,Concurrency Control - Two-Phase Locking (2PL),0.06487775641365104,0.0,0.0
109,CS - Computer Networks,"Protocol Headers - TCP, UDP, IPv6, Ethernet",0.048629636577785254,0.0,0.0
110,CS - Software Engineering,Software Project Management - Function Point Metric,0.0070455287321587266,0.0,0.0
111,CS - Engineering Mathematics,Linear Algebra - Eigenvalues and Properties of Matrices,0.1054223297135872,0.0,0.0
112,CS - Theory of Computation,Pushdown Automata - Language accepted by PDA,0.07299755658574755,0.0,0.0
113,CS - Algorithms,Number Theory - Modular Exponentiation,0.056817630978816445,0.0,0.0
114,GA - Quantitative Aptitude,Probability - Basic Probability,0.03920341122283779,0.0,0.0
115,CS - Compiler Design,Syntax Analysis - LR(0) Parsing,0.03243828900977912,0.0036927107850330165,0.0
116,DA - Linear Algebra,Eigenvalues and Eigenvectors - Calculating Eigenvalues,0.004406859254495474,0.0,0.0
117,GA - Quantitative Aptitude,Ratio and Proportion - Percentages,0.03920341122283779,0.0,0.0
118,CS - Computer Networks,Media Access Control - CSMA/CD and Minimum Frame Size,0.048629636577785254,0.0,0.0
119,DA - Probability and Statistics,Continuous Random Variables - CDF and Median,0.008368046624628868,0.0,0.0
120,CS - Theory of Computation,Undecidability - Reducibility and Closure Properties,0.07299755658574755,0.10088041085840058,0.0
121,CS - Digital Logic,Boolean Algebra and Logic Gates - Logic Gate Implementation,0.04861885724656857,0.0,0.0
122,CS - Theory of Computation,Context-Free Languages - Pumping Lemma for CFLs,0.07299755658574755,0.0,0.0
123,CS - Computer Networks,Transport Layer - TCP/UDP Applications,0.048629636577785254,0.0,0.0
124,CS - Computer Organization and Architecture,Datapath Design - ALU Operations,0.07298604924561768,0.0,0.0
125,GA - Analytical Aptitude,Arrangement - Linear Arrangement,0.017616999084000946,0.0,0.0
126,CS - Engineering Mathematics,Probability - Continuous Probability Distributions,0.1054223297135872,0.0,0.0
127,CS - Databases,ER Model - Weak Entity Sets,0.06487775641365104,0.0,0.0
128,GA - Spatial Aptitude,Visual Reasoning - Problem Solving,0.008808261396316252,0.0,0.0
129,CS - Databases,SQL - Correlated Subqueries and Joins,0.06487775641365104,0.0,0.0
130,CS - Compiler Design,Syntax Analysis - Bottom-up Parsing,0.03243828900977912,0.0,0.0
131,CS - Databases,Functional Dependencies - Candidate Keys,0.06487775641365104,0.0,0.0
132,CS - Engineering Mathematics,Numerical Methods - Simpson's 1/3 Rule,0.1054223297135872,0.0,0.0
133,DA - Databases,SQL - Joins and Filtering,0.0026465337442448454,0.0,0.0
134,GA - Verbal Ability,English Grammar - Homophones,0.02685821019834579,0.0,0.19967783628616928
135,GA - Quantitative Aptitude,Algebra - Factor Theorem,0.03920341122283779,0.0,0.0
136,General Aptitude,Verbal Ability - Grammar,0.12170366001303264,0.0,0.0
137,General Aptitude,"Numerical Ability - Speed, Time, and Distance (Relative Speed)",0.12170366001303264,0.0,0.0
138,CS - Algorithms,Graph Algorithms - Minimum Spanning Tree (Prim's/Kruskal's Algorithm),0.056817630978816445,0.0,0.0
139,CS - Theory of Computation,Regular Expressions and Finite Automata - DFA Design (Cross-Product Construction),0.07299755658574755,0.0,0.0
140,CS - Compiler Design,"Syntax Analysis - LR Parsers (SLR, LALR, CLR)",0.03243828900977912,0.0,0.0
141,CS - Programming and Data Structures,"Programming in C - Control Flow (for loop), Operator Precedence, and Short-Circuit Evaluation",0.10545683565696502,0.1014503301540719,0.0
142,CS - Digital Logic,Boolean Algebra and Logic Gates - Boolean Function Manipulation with Minterms,0.04861885724656857,0.0,0.0
143,CS - Databases,Relational Database Design - Candidate Keys and Superkeys,0.06487775641365104,0.0,0.0
144,CS - Computer Networks,Application Layer - HTTP and DNS Performance,0.048629636577785254,0.0,0.0
145,DA - Linear Algebra,Systems of Linear Equations - Existence and Uniqueness of Solutions,0.004406859254495474,0.0,0.0
146,CS - Programming and Data Structures,Programming in C - Function Call Mechanism,0.10545683565696502,0.013016463683052093,0.0
147,CS - Engineering Mathematics,Probability and Statistics - Poisson Distribution,0.1054223297135872,0.0,0.0
148,CS - Compiler Design,Syntax Directed Translation - Attribute Grammars,0.03243828900977912,0.001923286867204696,0.0
149,CS - Databases,Indexing and Hashing - Primary Indexing,0.06487775641365104,0.0,0.0
150,CS - Engineering Mathematics,"Probability - Conditional Probability, Bayes' Theorem",0.1054223297135872,0.0,0.0
151,CS - Algorithms,Analysis of Algorithms - Asymptotic Analysis (Loops),0.056817630978816445,0.0,0.0
152,CS - Computer Organization and Architecture,Input/Output (I/O) Systems - Polling vs. Interrupts,0.07298604924561768,0.0,0.0
153,CS - Compiler Design,Intermediate Code Generation - Control Flow Graph,0.03243828900977912,0.0,0.0
154,CS - Computer Networks,Network Security - Digital Signatures,0.048629636577785254,0.0,0.0
156,CS - Databases,"SQL - SQL Queries with Joins, Subqueries and Aggregation",0.06487775641365104,0.0024618071900220115,0.0
157,CS - Digital Logic,Boolean Algebra - K-Maps (POS form),0.04861885724656857,0.0,0.0
158,CS - Theory of Computation,Regular Expressions - Language Description,0.07299755658574755,0.11371973587674247,0.0
159,CS - Algorithms,Graph Algorithms - Breadth First Search (BFS) on Trees,0.056817630978816445,0.0,0.0
160,CS - Computer Networks,Network Protocols - ARP and TCP,0.048629636577785254,0.0,0.0
161,CS - Computer Organization and Architecture,Performance Evaluation - CPI and Clock Cycle Time,0.07298604924561768,0.0,0.0
162,CS - Theory of Computation,Turing Machines - Decidability and Closure Properties,0.07299755658574755,0.05165077035950111,0.0
163,CS - Digital Logic,Boolean Algebra and Logic Gates - Boolean Identities and XOR Properties,0.04861885724656857,0.0,0.0
164,CS - Algorithms,Data Structures - Heaps (Heapify),0.056817630978816445,0.0,0.0
165,GA - Analytical Aptitude,Logical Reasoning - Contradictory Statements,0.017616999084000946,0.0,0.0
166,CS - Digital Logic,Sequential Circuits - Latches and Flip-Flops,0.04861885724656857,0.02817314746881879,0.0
167,CS - Computer Networks,TCP - Window Size and RTT,0.048629636577785254,0.0,0.0
168,CS - Programming and Data Structures,Programming in C - Pointers and Strings,0.10545683565696502,0.009311413059427736,0.0
169,CS - Algorithms,Asymptotic Analysis - Analysis of Algorithms,0.056817630978816445,0.0,0.0
170,GA - Spatial Aptitude,Geometry - Area and Composition of Shapes,0.008808261396316252,0.0,0.0
171,CS - Digital Logic,Boolean Algebra - Properties of Boolean Operators,0.04861885724656857,0.0,0.0
172,General Aptitude,Numerical Ability - Geometry,0.12170366001303264,0.0,0.0
173,CS - Operating Systems,Disk Scheduling - C-LOOK Algorithm,0.04582733690366641,0.0,0.0
174,CS - Algorithms,Graph Algorithms - Minimum Spanning Tree (Cut Property),0.056817630978816445,0.0,0.0
175,General Aptitude,Numerical Ability - Set Theory and Venn Diagrams,0.12170366001303264,0.0,0.0
176,CS - Operating System,"Concurrency and Synchronization - Race Conditions, Locks, and Shared vs Local Variables",0.08113754992326849,0.0,0.0
177,DA - Algorithms,Graph Algorithms - Depth-First Search,0.0035214591728229662,0.0,0.15682146263748117
178,General Aptitude,Verbal Ability - Logical Deduction (Truth-tellers and Liars),0.12170366001303264,0.0,0.0
179,CS - Computer Networks,Application Layer - Stateful vs Stateless Protocols,0.048629636577785254,0.0,0.0
180,CS - Digital Logic,Data Representation - 2's Complement and Sign Extension,0.04861885724656857,0.009526280264123261,0.0
181,General Aptitude,Verbal Ability - Vocabulary and Context,0.12170366001303264,0.0,0.0
182,CS - Theory of Computation,Finite Automata - Minimal DFA,0.07299755658574755,0.0,0.0
183,General Aptitude,Numerical Ability - Shortest Path Problem,0.12170366001303264,0.0,0.0
184,CS - Digital Logic,Sequential Circuits - Finite State Machine Design (Mealy Machine),0.04861885724656857,0.0,0.0
185,CS - Theory of Computation,Complexity Theory - NP-Completeness and Reducibility,0.07299755658574755,0.0,0.0
186,CS - Algorithms,Recurrence Relations - Solving Recurrences,0.056817630978816445,0.8290535583272194,0.0
187,DA - Discrete Mathematics,Predicate Logic - Logical Equivalence and Representation,0.0013240876940712615,0.0,0.0
188,CS - Compiler Design,Parsing - Bottom-up Parsing (Shift-Reduce),0.03243828900977912,0.0,0.0
189,CS - Databases,SQL - Referential Integrity and Cascading Actions,0.06487775641365104,0.0,0.0
190,CS - Algorithms,Array Problems - Sliding Window,0.056817630978816445,0.0,0.0
191,GA - Spatial Aptitude,Geometry - Properties of Surfaces,0.008808261396316252,0.0,0.0
192,CS - Computer Organization and Architecture,Pipelining - Performance and Speedup,0.07298604924561768,0.0,0.0
193,CS - Operating Systems,Memory Management - Paging / Page Table Structure,0.04582733690366641,0.0,0.0
194,CS - Engineering Mathematics,Mathematical Logic - Propositional Logic Translation,0.1054223297135872,0.0,0.0
195,CS - Data Structures,Advanced Data Structures - Meld Operation Complexity,0.004849599702058917,0.0,0.0
196,DA - Databases,Indexing - Query Optimization,0.0026465337442448454,0.0,0.0
197,CS - Algorithms,Algorithm Analysis - Asymptotic Complexity,0.056817630978816445,0.12555216669112257,0.0
198,CS - Software Engineering,Software Testing - Flaw Detection,0.0070455287321587266,0.0,0.0
199,DA - Probability and Statistics,Descriptive Statistics - Mean Calculation,0.008368046624628868,0.0,0.0
200,DA - Machine Learning,"Classification of ML Models - PCA, Naive Bayes, Logistic Regression",0.0066121157200683895,0.0,0.06530608175339589
201,CS - Computer Organization and Architecture,Memory Hierarchy - Average Memory Access Time (AMAT),0.07298604924561768,0.0,0.0
202,CS - Theory of Computation,Turing Machines and Computability - Closure Properties of Recursive and RE Languages,0.07299755658574755,0.013539939545121064,0.0
203,CS - Programming and Data Structures,Linked Lists - List Reversal Algorithm Analysis,0.10545683565696502,0.001923286867204696,0.0
204,CS - Databases,Transactions - ACID Properties,0.06487775641365104,0.0,0.0
205,CS - Engineering Mathematics,Discrete Mathematics - Graph Properties (Handshaking Lemma),0.1054223297135872,0.0,0.0
206,CS - Digital Logic,Sequential Circuits - Flip-Flops and State Analysis,0.04861885724656857,0.044020542920029354,0.0
207,GA - Verbal Ability,English Grammar - Sentence Correction,0.02685821019834579,0.0,0.10223505217851869
208,CS - Programming and Data Structures,Trees - Binary Search Tree and Complete Binary Tree Properties,0.10545683565696502,0.0046955245781364644,0.0
209,CS - Databases,Relational Model - Integrity Constraints (Foreign Key),0.06487775641365104,0.0,0.0
210,CS - Theory of Computation,Context-Free Languages - Closure Properties of CFLs,0.07299755658574755,0.0,0.0
211,DA - Artificial Intelligence,Search Algorithms - Admissible Heuristics,0.0017576184229337092,0.0,0.38286489901728793
212,CS - Engineering Mathematics,Linear Algebra - Eigenvectors and Eigenvalues,0.1054223297135872,0.0,0.0
213,CS - Databases,Concurrency Control - Conflict Serializability and Precedence Graph,0.06487775641365104,0.0,0.0
214,CS - Algorithms,Algorithm Analysis - Time Complexity of Standard Algorithms,0.056817630978816445,0.0,0.0
215,CS - Theory of Computation,Context-Free Languages - Language Generated by a Grammar,0.07299755658574755,0.00721232575201761,0.0
216,GA - Spatial Aptitude,Symmetry - Visual Reasoning,0.008808261396316252,0.0,0.0
217,GA - Quantitative Aptitude,Geometry - Similar Triangles and Area Ratios,0.03920341122283779,0.0,0.0
218,CS - Computer Networks,"Application Layer - Email Protocols (SMTP, POP3, IMAP)",0.048629636577785254,0.0,0.0
219,CS - Databases,"Relational Model - SQL, Relational Algebra, Tuple Relational Calculus",0.06487775641365104,0.003846573734409392,0.0
220,CS - Engineering Mathematics,Probability - Conditional Probability and Geometric Series,0.1054223297135872,0.0,0.0
221,DA - Probability and Statistics,Probability Theory - Bayes' Theorem,0.008368046624628868,0.0,0.0
222,CS - Algorithms,Sorting Algorithms - Bubble Sort Analysis,0.056817630978816445,0.0015386294937637572,0.0
223,CS - Programming and Data Structures,Programming in C - Algorithm Analysis and Number Manipulation,0.10545683565696502,0.08846712956713133,0.0
224,CS - Theory of Computation,Regular Expressions and Finite Automata - Closure Properties of Regular Languages and Minimal DFA,0.07299755658574755,0.0,0.0
225,CS - Digital Logic,Number Systems and Representations - IEEE 754 Floating-Point Representation,0.04861885724656857,0.0,0.0
226,General Aptitude,"Numerical Ability - Percentage, Profit, and Loss",0.12170366001303264,0.0,0.0
227,CS - Digital Logic,Data Representation - Fixed-Point Representation,0.04861885724656857,0.001923286867204696,0.0
228,CS - Operating Systems,Memory Management - Page Replacement Algorithms (LIFO vs OPT),0.04582733690366641,0.0,0.0
229,GA - Quantitative Aptitude,Calculus - Intermediate Value Theorem,0.03920341122283779,0.0,0.0
230,CS - Engineering Mathematics,Probability - Random Variables and Distributions,0.1054223297135872,0.0,0.0
231,CS - Algorithms,Graph Algorithms - MST Properties (Cut and Cycle properties),0.056817630978816445,0.0,0.0
232,CS - Compiler Design,Syntax Analysis - LL(1) and LR(1) Grammars,0.03243828900977912,0.0,0.0
233,CS - Computer Networks,Network Layer - Distance Vector Routing Algorithm,0.048629636577785254,0.0,0.0
234,DA - Databases,Relational Database Design - Functional Dependencies and Closure,0.0026465337442448454,0.0,0.0
235,CS - Compiler Design,Phases of a Compiler - Outputs of Phases,0.03243828900977912,0.0,0.0
236,CS - Computer Organization and Architecture,Input/Output (I/O) Systems - DMA and Interrupts,0.07298604924561768,0.0,0.0
237,CS - Computer Organization and Architecture,Instruction Pipelining - Pipeline Performance and Speedup Calculation with Stalls,0.07298604924561768,0.0,0.0
238,CS - Compiler Design,Syntax Directed Translation - S-Attributed and L-Attributed Definitions,0.03243828900977912,0.005869405722670581,0.0
239,CS - Databases,ER to Relational Mapping - Mapping Rules for Relationships,0.06487775641365104,0.0,0.0
240,CS - Engineering Mathematics,Discrete Mathematics - Group Theory (Lagrange's Theorem),0.1054223297135872,0.06456346294937639,0.0
241,CS - Theory of Computation,Context-Free Languages - Properties of Generated Strings,0.07299755658574755,0.0,0.0
242,CS - Compiler Design,Parsing - Construction of LR(0) or SLR(1) Parsing Automaton (CLOSURE and GOTO),0.03243828900977912,0.0,0.0
243,CS - Engineering Mathematics,Discrete Mathematics - Graph Theory and Euler's Formula for Planar Graphs,0.1054223297135872,0.001923286867204696,0.0
244,CS - Programming and Data Structures,"Programming in C - Pointers, Call by Value vs Call by Reference",0.10545683565696502,0.0,0.0
245,CS - Algorithms,Graph Algorithms - Minimum Spanning Tree (MST) Update,0.056817630978816445,0.0,0.0
246,GA - Analytical Aptitude,Geometry - Angle Properties of Polygons,0.017616999084000946,0.0,0.0
247,CS - Algorithms,Dynamic Programming - Matrix Chain Multiplication,0.056817630978816445,0.0,0.0
248,CS - Theory of Computation,"Formal Languages - Regular Languages, Language Operations",0.07299755658574755,0.058224504768892155,0.9122705471671935
249,CS - Algorithms,Searching - Binary Search,0.056817630978816445,0.0,0.0
250,DA - Algorithms,Graph Algorithms - Topological Sorting,0.0035214591728229662,0.0,0.0
251,CS - Engineering Mathematics,Calculus - Continuity and Differentiability,0.1054223297135872,0.0,0.0
252,CS - Databases,"ER Model - Relationships, Cardinality, and Participation",0.06487775641365104,0.0,0.0
253,CS - Engineering Mathematics,Discrete Mathematics - Combinatorics (Stars and Bars),0.1054223297135872,0.0,0.0
254,CS - Software Engineering,Software Testing - Capture-Recapture Method,0.0070455287321587266,0.0,0.0
255,CS - Databases,Relational Model - Relational Algebra (Division),0.06487775641365104,0.006010271460014675,0.0
256,DA - Calculus,Differential Calculus - Continuity and Differentiability,0.00352253587875968,0.0,0.0
257,CS - Theory of Computation,Regular Expressions and Finite Automata - Counting Strings Accepted by a DFA,0.07299755658574755,0.0,0.0
258,CS - Compiler Design,Syntax Analysis - Left Recursion Elimination,0.03243828900977912,0.0,0.0
259,CS - Programming and Data Structures,Programming Languages - Parameter Passing and Scoping,0.10545683565696502,0.0,0.0
260,CS - Digital Logic,Combinational Circuits - Multiplexers (MUX),0.04861885724656857,0.0,0.0
261,CS - Algorithms,Greedy Algorithms - Huffman Coding,0.056817630978816445,0.0,0.0
262,CS - Programming and Data Structures,Hashing - Hash Functions,0.10545683565696502,0.06089508437270726,0.0
263,CS - Operating Systems,CPU Scheduling - SRTF Algorithm,0.04582733690366641,0.0,0.0
264,GA - Analytical Aptitude,Functions - Function Evaluation,0.017616999084000946,0.0,0.0
265,CS - Engineering Mathematics,Probability - Conditional Probability,0.1054223297135872,0.0,0.0
266,CS - Engineering Mathematics,Discrete Mathematics - Group Theory / Algebraic Structures,0.1054223297135872,0.08070432868672048,0.0
267,CS - Operating Systems,Process Synchronization - Race Conditions / Semaphores,0.04582733690366641,0.0,0.0
268,DA - Programming,Python - Set Operations and Loop Analysis,0.0008777208061861666,0.0,0.0
